title,cast,crew,genres,keywords,overview,release_date,runtime,tagline,vote_average,finalcol
My Big Fat Greek Wedding,NiaVardalos JohnCorbett LainieKazan MichaelConstantine,JoelZwick,Comedy Drama Romance,usa parentskidsrelationship greece cultureclash midlifecrisis restaurant badmother-in-law mother-in-law parents-in-law son-in-law father-in-law patriarch badfather-in-law greek wedding family xenophobia,,2002-02-22,95.0,,6.2,niavardalos johncorbett lainiekazan michaelconstantine joelzwick  comedy drama romance  usa parentskidsrelationship greece cultureclash midlifecrisis restaurant badmother-in-law mother-in-law parents-in-law son-in-law father-in-law patriarch badfather-in-law greek wedding family xenophobia
Spring Breakers,JamesFranco SelenaGomez VanessaHudgens AshleyBenson,HarmonyKorine,Drama Crime,femalenudity sex florida drugdealer nudity femalefriendship party arthouse drug springbreak youngadult,,2013-01-24,94.0,,5.0,jamesfranco selenagomez vanessahudgens ashleybenson harmonykorine  drama crime  femalenudity sex florida drugdealer nudity femalefriendship party arthouse drug springbreak youngadult
Halloween: The Curse of Michael Myers,DonaldPleasence PaulRudd MarianneHagan MitchellRyan,JoeChappelle,Horror Thriller,massmurder nudity halloween attempttoescape cult psychopath escapeagent murder escape slasher doctor niece death evil michaelmyers psychiatric murderhunt halloweennight,,1995-09-29,88.0,,5.0,donaldpleasence paulrudd mariannehagan mitchellryan joechappelle  horror thriller  massmurder nudity halloween attempttoescape cult psychopath escapeagent murder escape slasher doctor niece death evil michaelmyers psychiatric murderhunt halloweennight
Y Tu Mamá También,GaelGarcíaBernal DiegoLuna MaribelVerdú AnaLópezMercado,AlfonsoCuarón,Drama Romance,mexico sex beach groupsex malefriendship roadtrip comingofage teenager lgbt newmexicancinema,,2001-06-08,106.0,,7.3,gaelgarcíabernal diegoluna maribelverdú analópezmercado alfonsocuarón  drama romance  mexico sex beach groupsex malefriendship roadtrip comingofage teenager lgbt newmexicancinema
Shaun of the Dead,SimonPegg NickFrost KateAshfield LucyDavis,EdgarWright,Horror Comedy,recordcollection flower cheese pub surrey romanticcomedy zombie english tvshowinfilm cricketbat brokenbottle survivalhorror britishpub englishpub you'vegotredonyou,,2004-04-09,99.0,,7.5,simonpegg nickfrost kateashfield lucydavis edgarwright  horror comedy  recordcollection flower cheese pub surrey romanticcomedy zombie english tvshowinfilm cricketbat brokenbottle survivalhorror britishpub englishpub you'vegotredonyou
The Haunting of Molly Hartley,HaleyBennett JakeWeber ChaceCrawford ShannonWoodward,MickeyLiddell,Drama Horror,,,2008-10-31,82.0,,4.3,haleybennett jakeweber chacecrawford shannonwoodward mickeyliddell  drama horror  
Lone Star,ChrisCooper MatthewMcConaughey ElizabethPeña KrisKristofferson,JohnSayles,Drama Mystery Romance,sheriff familysecrets neo-western darksecrets,,1996-06-21,135.0,,6.9,chriscooper matthewmcconaughey elizabethpeña kriskristofferson johnsayles  drama mystery romance  sheriff familysecrets neo-western darksecrets
Halloween 4: The Return of Michael Myers,DonaldPleasence EllieCornell DanielleHarris GeorgeP.Wilbur,DwightH.Little,Horror Thriller,sheriff scissors ambulance halloween twist knife sequel murder serialkiller maskedkiller blood niece evil michaelmyers october,,1988-10-21,88.0,,5.9,donaldpleasence elliecornell danielleharris georgep.wilbur dwighth.little  horror thriller  sheriff scissors ambulance halloween twist knife sequel murder serialkiller maskedkiller blood niece evil michaelmyers october
April Fool's Day,DeborahForeman ThomasF.Wilson LloydBerry TomHeaton,FredWalton,Horror Mystery,island party murder teenmovie slasher aprilfool'sday holidayhorror canuxploitation eliminationderby collegefriends,,1986-03-27,89.0,,5.8,deborahforeman thomasf.wilson lloydberry tomheaton fredwalton  horror mystery  island party murder teenmovie slasher aprilfool'sday holidayhorror canuxploitation eliminationderby collegefriends
Diner,SteveGuttenberg DanielStern MickeyRourke KevinBacon,BarryLevinson,Comedy Drama,diner baltimoremaryland fakeaccident gamblingdebt twentysomething 1950s,,1982-04-02,110.0,,6.9,steveguttenberg danielstern mickeyrourke kevinbacon barrylevinson  comedy drama  diner baltimoremaryland fakeaccident gamblingdebt twentysomething 1950s
Lone Wolf McQuade,ChuckNorris DavidCarradine BarbaraCarrera LeonIsaacKennedy,SteveCarver,Action Crime Drama Romance Thriller Western,martialarts kungfu texas fbi wheelchair texasranger weapon gunbattle drug fatherdaughterrelationship killingadog,,1983-04-14,107.0,,5.5,chucknorris davidcarradine barbaracarrera leonisaackennedy stevecarver  action crime drama romance thriller western  martialarts kungfu texas fbi wheelchair texasranger weapon gunbattle drug fatherdaughterrelationship killingadog
Apollo 18,RyanRobbins WarrenChristie LloydOwen AndrewAirlie,GonzaloLópez-Gallego,Horror Thriller ScienceFiction,moon nasa infection barbecue moonlanding hammer alien mockumentary astronaut alieninfection foundfootage,,2011-07-20,86.0,,5.0,ryanrobbins warrenchristie lloydowen andrewairlie gonzalolópez-gallego  horror thriller sciencefiction  moon nasa infection barbecue moonlanding hammer alien mockumentary astronaut alieninfection foundfootage
Sunshine Cleaning,AmyAdams EmilyBlunt AlanArkin JasonSpevack,ChristineJeffs,Comedy Drama,suicide singleparent sistersisterrelationship cleaninglady newmexico teamwork familybusiness crimescene womandirector,,2008-01-18,102.0,,6.5,amyadams emilyblunt alanarkin jasonspevack christinejeffs  comedy drama  suicide singleparent sistersisterrelationship cleaninglady newmexico teamwork familybusiness crimescene womandirector
No Escape,OwenWilson LakeBell PierceBrosnan SterlingJerins,JohnErickDowdle,Action Thriller,hotel revolution raceagainsttime engineer coup survival rebellion execution american family americanabroad u.s.embassy foreign,,2015-08-26,103.0,,6.7,owenwilson lakebell piercebrosnan sterlingjerins johnerickdowdle  action thriller  hotel revolution raceagainsttime engineer coup survival rebellion execution american family americanabroad u.s.embassy foreign
The Beastmaster,MarcSinger TanyaRoberts RipTorn JohnAmos,DonCoscarelli,Action Fantasy,swordfight animal,,1982-08-20,118.0,,6.0,marcsinger tanyaroberts riptorn johnamos doncoscarelli  action fantasy  swordfight animal
Solomon and Sheba,YulBrynner GinaLollobrigida GeorgeSanders MarisaPavan,KingVidor,Drama History Romance War,israel egypt religionandsupernatural epic,,1959-12-25,139.0,,5.4,yulbrynner ginalollobrigida georgesanders marisapavan kingvidor  drama history romance war  israel egypt religionandsupernatural epic
Fifty Shades of Black,MarlonWayans KaliHawk FredWillard MikeEpps,MichaelTiddes,Romance Comedy,sex black parody spoof millionaire,,2016-01-28,92.0,,4.3,marlonwayans kalihawk fredwillard mikeepps michaeltiddes  romance comedy  sex black parody spoof millionaire
Not Easily Broken,MorrisChestnut TarajiP.Henson MaeveQuinlan KevinHart,BillDuke,Drama Romance,,,2009-01-09,99.0,,6.3,morrischestnut tarajip.henson maevequinlan kevinhart billduke  drama romance  
A Farewell to Arms,HelenHayes GaryCooper AdolpheMenjou MaryPhilips,FrankBorzage,Drama Romance War,italy nurse loveletter officer priest escape hospital bestfriend pre-code airraid ambulancedriver battleoftheisonzo airattack,,1932-12-08,89.0,,6.2,helenhayes garycooper adolphemenjou maryphilips frankborzage  drama romance war  italy nurse loveletter officer priest escape hospital bestfriend pre-code airraid ambulancedriver battleoftheisonzo airattack
The Perfect Match,TerrenceJenkins PaulaPatton KaliHawk LaurenLondon,BilleWoodruff,Comedy Romance,bet match playboy fearofcommitment bestfriend,,2016-03-11,96.0,,5.2,terrencejenkins paulapatton kalihawk laurenlondon billewoodruff  comedy romance  bet match playboy fearofcommitment bestfriend
Digimon: The Movie,LaraJillMiller JoshuaSeth BobPapenbrook DougBerholt,MamoruHosoda ShigeyasuYamauchi,Fantasy Animation ScienceFiction Family,videogame monster lossofenergy egg computer goodvsevil internet basedonvideogame giantegg animaltrainer superherokids anime,,2000-03-17,82.0,,6.2,larajillmiller joshuaseth bobpapenbrook dougberholt mamoruhosoda shigeyasuyamauchi  fantasy animation sciencefiction family  videogame monster lossofenergy egg computer goodvsevil internet basedonvideogame giantegg animaltrainer superherokids anime
Saved!,JenaMalone MandyMoore MacaulayCulkin PatrickFugit,BrianDannelly,Comedy Drama,christianity gay comingout independentfilm comingofage lgbtchild,,2004-01-21,92.0,,6.3,jenamalone mandymoore macaulayculkin patrickfugit briandannelly  comedy drama  christianity gay comingout independentfilm comingofage lgbtchild
The Barbarian Invasions,RémyGirard StéphaneRousseau Marie-JoséeCroze DorothéeBerryman,DenysArcand,Comedy Crime Drama,fathersonrelationship socialism yuppie professor dyinganddeath cancer money university illness dying familyconflict friend,,2003-05-21,99.0,,6.7,rémygirard stéphanerousseau marie-joséecroze dorothéeberryman denysarcand  comedy crime drama  fathersonrelationship socialism yuppie professor dyinganddeath cancer money university illness dying familyconflict friend
Robin and Marian,SeanConnery AudreyHepburn RobertShaw RichardHarris,RichardLester,Action Adventure Drama Romance,england crusade robinhood kingrichard,,1976-03-11,106.0,,6.6,seanconnery audreyhepburn robertshaw richardharris richardlester  action adventure drama romance  england crusade robinhood kingrichard
The Forsaken,KerrSmith BrendanFehr IzabellaMiko JohnathonSchaech,J.S.Cardone,Action Adventure Horror Thriller,vampire fullmoon poster hitchhiker homoeroticism newspaperheadline vampireslayer switchblade guninmouth filmcanister playingchicken bloodsucking trafficviolation virus,,2001-04-27,90.0,,4.9,kerrsmith brendanfehr izabellamiko johnathonschaech j.s.cardone  action adventure horror thriller  vampire fullmoon poster hitchhiker homoeroticism newspaperheadline vampireslayer switchblade guninmouth filmcanister playingchicken bloodsucking trafficviolation virus
Force 10 from Navarone,HarrisonFord RobertShaw BarbaraBach EdwardFox,GuyHamilton,Action Adventure War Thriller,gun traitor nazis bridge major colonel blood sergeant battle partisan woman taskforce keithmallory,,1978-11-01,118.0,,6.4,harrisonford robertshaw barbarabach edwardfox guyhamilton  action adventure war thriller  gun traitor nazis bridge major colonel blood sergeant battle partisan woman taskforce keithmallory
UHF,"""WeirdAl""Yankovic VictoriaJackson MichaelRichards DavidBowe",JayLevey,Comedy,loser tvstation gameshow tvstar musicvideo satire cultfilm indianajonesspoofscene musicspoof,,1989-07-21,97.0,,6.7,"""weirdal""yankovic victoriajackson michaelrichards davidbowe jaylevey  comedy  loser tvstation gameshow tvstar musicvideo satire cultfilm indianajonesspoofscene musicspoof"
Grandma's Boy,LindaCardellini AllenCovert PeterDante ShirleyKnight,NicholausGoossen,Comedy,videogame grandmothergrandsonrelationship manchild stoner gametester,,2006-01-06,94.0,,6.6,lindacardellini allencovert peterdante shirleyknight nicholausgoossen  comedy  videogame grandmothergrandsonrelationship manchild stoner gametester
Slums of Beverly Hills,NatashaLyonne AlanArkin MarisaTomei EliMarienthal,TamaraJenkins,Comedy Drama,sex independentfilm moving beverlyhills womandirector nursingschool nomad,,1998-08-14,91.0,,6.5,natashalyonne alanarkin marisatomei elimarienthal tamarajenkins  comedy drama  sex independentfilm moving beverlyhills womandirector nursingschool nomad
Once Upon a Time in the West,HenryFonda ClaudiaCardinale JasonRobards CharlesBronson,SergioLeone,Western,showdown bounty bountyhunter lossofbrother sadness blackmail harmonica antihero auction dyinganddeath peasant insanity spaghettiwestern,,1968-12-21,175.0,,8.1,henryfonda claudiacardinale jasonrobards charlesbronson sergioleone  western  showdown bounty bountyhunter lossofbrother sadness blackmail harmonica antihero auction dyinganddeath peasant insanity spaghettiwestern
Made,VinceVaughn JonFavreau SeanCombs FamkeJanssen,JonFavreau,Action Comedy Thriller,,,2001-07-13,94.0,,6.3,vincevaughn jonfavreau seancombs famkejanssen jonfavreau  action comedy thriller  
Moon,SamRockwell KevinSpacey DominiqueMcElligott RosieShaw,DuncanJones,ScienceFiction Drama,moon artificialintelligence clone isolation future dystopia space cloning moonbase,,2009-06-12,97.0,,7.6,samrockwell kevinspacey dominiquemcelligott rosieshaw duncanjones  sciencefiction drama  moon artificialintelligence clone isolation future dystopia space cloning moonbase
Keeping Up with the Steins,DarylSabara JamiGertz JeremyPiven CherylHines,ScottMarshall,Comedy,barmitvah party independentfilm,,2006-05-12,90.0,,5.2,darylsabara jamigertz jeremypiven cherylhines scottmarshall  comedy  barmitvah party independentfilm
Sea Rex 3D: Journey to a Prehistoric World,GuillaumeDenaiffe NorbertFerrer ChloeHollings RichardRider,RonanChapalain PascalVuong,Documentary,prehistoric dinosaur imax underwaterscene 3d short,,2010-05-14,41.0,,5.9,guillaumedenaiffe norbertferrer chloehollings richardrider ronanchapalain pascalvuong  documentary  prehistoric dinosaur imax underwaterscene 3d short
The Sweet Hereafter,IanHolm CaerthanBanks SarahPolley TomMcCamus,AtomEgoyan,Drama,canada suffering village paralysis independentfilm lawyer schoolbus vehicularaccident,,1997-05-14,112.0,,6.8,ianholm caerthanbanks sarahpolley tommccamus atomegoyan  drama  canada suffering village paralysis independentfilm lawyer schoolbus vehicularaccident
Of Gods and Men,LambertWilson MichaelLonsdale OlivierRabourdin PhilippeLaudenbach,XavierBeauvois,Drama History,monk sunrise medicine hostage evacuation koran protection french community peace faith basedontruestory religion terrorism,,2010-05-18,120.0,,6.5,lambertwilson michaellonsdale olivierrabourdin philippelaudenbach xavierbeauvois  drama history  monk sunrise medicine hostage evacuation koran protection french community peace faith basedontruestory religion terrorism
Bottle Shock,AlanRickman ChrisPine BillPullman RachaelTaylor,RandallMiller,Comedy Drama,winegarden wine winzer,,2008-08-06,110.0,,6.6,alanrickman chrispine billpullman rachaeltaylor randallmiller  comedy drama  winegarden wine winzer
Jekyll and Hyde ... Together Again,MarkBlankfield BessArmstrong KristaErrickson TimThomerson,JerryBelson,Comedy Horror ScienceFiction,doublelife musical jekyllandhyde,,1982-11-10,87.0,,4.6,markblankfield bessarmstrong kristaerrickson timthomerson jerrybelson  comedy horror sciencefiction  doublelife musical jekyllandhyde
Heavenly Creatures,MelanieLynskey KateWinslet SarahPeirse SimonO'Connor,PeterJackson,Drama Fantasy,mother sex secret obsession literature nudity fantasy passion love friends murder independentfilm lesbian true relationship,,1994-09-02,99.0,,7.0,melanielynskey katewinslet sarahpeirse simono'connor peterjackson  drama fantasy  mother sex secret obsession literature nudity fantasy passion love friends murder independentfilm lesbian true relationship
90 Minutes in Heaven,KateBosworth HaydenChristensen HudsonMeek BobbyBatson,MichaelPolish,Drama,hospital church,,2015-09-11,121.0,,5.4,katebosworth haydenchristensen hudsonmeek bobbybatson michaelpolish  drama  hospital church
Everything Must Go,RebeccaHall WillFerrell GlennHowerton LauraDern,DanRush,Comedy Drama Romance,alcohol arizona beer playboy independentfilm salesman pregnant repoman,,2010-10-15,97.0,,6.0,rebeccahall willferrell glennhowerton lauradern danrush  comedy drama romance  alcohol arizona beer playboy independentfilm salesman pregnant repoman
Zero Effect,BillPullman BenStiller RyanO'Neal KimDickens,JakeKasdan,Comedy Crime Mystery Thriller,detective blackmail independentfilm,,1998-01-30,116.0,,6.0,billpullman benstiller ryano'neal kimdickens jakekasdan  comedy crime mystery thriller  detective blackmail independentfilm
